Case ID,Activity,Concurrent Case Count,Avg Qty Completed by Others,Avg Qty Rejected by Others,Avg Duration of Concurrent Cases,Active Resources Count,Total Qty Completed by Others,Completion Time (minutes)
Case 257,Round Grinding - Machine 2,0,,,,0,0,284.0
Case 257,Round Grinding - Machine 2,0,,,,0,0,24.0
Case 257,Round Grinding - Machine 2,2,3.5,0.0,210.5,2,7,338.0
Case 257,Round Grinding - Machine 2,0,,,,0,0,398.0
Case 257,Round Grinding - Machine 2,2,17.0,0.0,67.5,2,34,38.0
Case 257,Round Grinding - Machine 2,1,10.0,0.0,60.0,1,10,28.0
Case 257,Final Inspection Q.C.,2,0.5,0.0,177.5,2,1,66.0
Case 257,Final Inspection Q.C.,2,9.0,0.0,27.5,1,18,173.0
Case 257,Final Inspection Q.C.,3,9.333333333333334,0.3333333333333333,207.0,2,28,100.0
Case 257,Final Inspection Q.C.,3,36.666666666666664,0.0,166.0,2,110,100.0
Case 257,Final Inspection Q.C.,0,,,,0,0,130.0
Case 257,Final Inspection Q.C.,1,22.0,0.0,1010.0,1,22,235.0
Case 257,Packing,5,22.2,0.0,134.0,3,111,60.0
Case 257,Final Inspection Q.C.,5,44.2,0.0,516.4,5,221,100.0
Case 257,Packing,13,39.1875,0.9375,65.625,6,627,60.0
Case 257,Final Inspection Q.C.,1,60.0,0.0,190.0,1,60,105.0
Case 257,Final Inspection Q.C.,0,,,,0,0,62.0
Case 257,Final Inspection Q.C.,0,,,,0,0,140.0
Case 257,Final Inspection Q.C.,0,,,,0,0,55.0
Case 257,Final Inspection Q.C.,1,3.0,0.0,90.0,1,3,50.0
Case 257,Packing,13,54.4,0.0,65.0,3,816,60.0
Case 257,Final Inspection Q.C.,0,,,,0,0,10.0
Case 257,Grinding Rework - Machine 27,0,,,,0,0,213.0
Case 257,Grinding Rework - Machine 27,0,,,,0,0,65.0
Case 257,Lapping - Machine 1,0,,,,0,0,345.0
Case 257,Round Grinding - Machine 2,0,,,,0,0,160.0
Case 257,Round Grinding - Machine 2,1,24.0,0.0,130.0,1,24,282.0
Case 257,Round Grinding - Machine 2,1,0.0,0.0,528.0,1,0,21.0
Case 257,Packing,4,45.0,0.0,60.0,1,180,60.0
Case 257,Final Inspection Q.C.,3,36.5,0.0,259.75,3,146,60.0
Case 257,Grinding Rework - Machine 27,0,,,,0,0,215.0
Case 257,Final Inspection Q.C.,0,,,,0,0,230.0
Case 257,Final Inspection Q.C.,1,0.0,0.0,198.0,1,0,30.0
Case 257,Final Inspection Q.C.,0,,,,0,0,15.0
Case 257,Final Inspection Q.C.,2,12.5,0.0,103.5,2,25,15.0
Case 257,Final Inspection Q.C.,1,0.0,0.0,93.0,1,0,15.0
Case 257,Packing,8,16.2,0.0,66.0,3,162,60.0
Case 257,Final Inspection Q.C.,0,,,,0,0,50.0
Case 257,Grinding Rework - Machine 27,0,,,,0,0,160.0
Case 257,Grinding Rework - Machine 27,1,0.0,0.0,26.0,1,0,17.0
Case 257,Lapping - Machine 1,0,,,,0,0,148.0
Case 257,Final Inspection Q.C.,15,44.8,0.13333333333333333,81.93333333333334,5,672,75.0
Case 257,Packing,15,44.8,0.13333333333333333,81.93333333333334,5,672,60.0
Case 257,Final Inspection Q.C.,1,140.0,0.0,187.0,1,140,20.0
Case 257,Final Inspection Q.C.,0,,,,0,0,28.0
Case 258,Turning & Milling - Machine 6,2,28.0,0.0,425.5,2,56,224.0
Case 258,Turning & Milling - Machine 6,3,42.333333333333336,0.0,65.0,2,127,109.0
Case 258,Turning & Milling - Machine 6,1,16.0,0.0,125.0,1,16,107.0
Case 258,Turning & Milling - Machine 6,0,,,,0,0,26.0
Case 258,Turning & Milling - Machine 6,0,,,,0,0,270.0
Case 258,Turning & Milling - Machine 6,0,,,,0,0,47.0
Case 258,Turning & Milling - Machine 6,5,29.2,0.0,431.4,4,146,619.0
Case 258,Turning & Milling Q.C.,2,16.0,0.0,156.0,2,32,162.0
Case 258,Turning & Milling Q.C.,2,11.0,0.0,140.0,2,22,34.0
Case 258,Laser Marking - Machine 7,1,1.0,0.0,299.0,1,1,41.0
Case 258,Lapping - Machine 1,1,69.0,0.0,75.0,1,69,290.0
Case 258,Turning & Milling Q.C.,0,,,,0,0,15.0
Case 258,Final Inspection Q.C.,2,62.5,0.0,204.5,2,125,309.0
Case 258,Final Inspection Q.C.,1,0.0,0.0,126.0,1,0,75.0
Case 258,Final Inspection Q.C.,0,,,,0,0,75.0
Case 258,Packing,6,18.333333333333332,0.0,70.0,5,110,60.0
Case 259,Turning & Milling - Machine 10,1,0.0,0.0,15.0,1,0,240.0
Case 259,Turning & Milling - Machine 10,1,68.0,0.0,51.0,1,68,55.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,430.0
Case 259,Turning & Milling - Machine 10,1,37.0,0.0,403.0,1,37,407.0
Case 259,Turning & Milling - Machine 10,1,65.0,0.0,469.0,1,65,80.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,102.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,16.0
Case 259,Turning & Milling - Machine 10,4,39.5,0.0,518.5,4,158,621.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,122.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,562.0
Case 259,Turning & Milling - Machine 10,1,50.0,0.0,34.0,1,50,143.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,287.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,31.0
Case 259,Turning & Milling - Machine 10,2,79.5,0.0,377.5,2,159,524.0
Case 259,Turning & Milling - Machine 10,1,1.0,0.0,428.0,1,1,625.0
Case 259,Turning & Milling Q.C.,1,32.0,0.0,549.0,1,32,60.0
Case 259,Turning & Milling - Machine 10,1,27.0,0.0,610.0,1,27,92.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,559.0
Case 259,Turning & Milling Q.C.,0,,,,0,0,1.0
Case 259,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 259,Turning & Milling - Machine 10,1,16.0,0.0,420.0,1,16,164.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,257.0
Case 259,Turning & Milling - Machine 10,2,1.5,0.0,54.5,2,3,115.0
Case 259,Turning & Milling - Machine 10,1,0.0,0.0,144.0,1,0,118.0
Case 259,Turning & Milling - Machine 10,1,19.0,0.0,208.0,1,19,308.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,1.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,417.0
Case 259,Turning & Milling - Machine 10,2,0.5,0.0,111.5,2,1,32.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,94.0
Case 259,Turning & Milling - Machine 10,1,0.0,0.0,6.0,1,0,226.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,108.0
Case 259,Turning & Milling - Machine 6,1,7.0,0.0,431.0,1,7,430.0
Case 259,Turning & Milling - Machine 10,3,5.666666666666667,0.0,239.66666666666666,3,17,263.0
Case 259,Laser Marking - Machine 7,0,,,,0,0,96.0
Case 259,Lapping - Machine 1,6,62.857142857142854,0.0,60.0,1,440,75.0
Case 259,Lapping - Machine 1,6,62.857142857142854,0.0,60.0,1,440,75.0
Case 259,Lapping - Machine 1,3,8.0,0.0,214.0,3,24,230.0
Case 259,Final Inspection Q.C.,2,22.0,0.0,73.5,1,44,151.0
Case 259,Packing,13,30.875,0.9375,65.625,6,494,60.0
Case 259,Turning & Milling - Machine 10,0,,,,0,0,325.0
Case 259,Turning & Milling - Machine 10,1,0.0,0.0,150.0,1,0,245.0
Case 259,Lapping - Machine 1,7,16.571428571428573,0.0,68.57142857142857,3,116,75.0
Case 259,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 259,Laser Marking - Machine 7,0,,,,0,0,1.0
Case 259,Laser Marking - Machine 7,0,,,,0,0,92.0
Case 259,Lapping - Machine 1,0,,,,0,0,82.0
Case 259,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 259,Lapping - Machine 1,0,,,,0,0,0.0
Case 259,Final Inspection Q.C.,0,,,,0,0,75.0
Case 259,Packing,9,57.45454545454545,0.0,62.72727272727273,3,632,60.0
Case 26,Turning & Milling - Machine 4,0,,,,0,0,40.0
Case 26,Turning & Milling - Machine 4,1,26.0,0.0,621.0,1,26,147.0
Case 26,Turning & Milling - Machine 4,0,,,,0,0,475.0
Case 26,Turning & Milling - Machine 4,3,52.666666666666664,0.0,624.0,3,158,81.0
Case 26,Turning & Milling - Machine 4,0,,,,0,0,296.0
Case 26,Turning & Milling Q.C.,3,0.3333333333333333,0.0,807.6666666666666,3,1,180.0
Case 26,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 26,Lapping - Machine 1,0,,,,0,0,203.0
Case 26,Round Grinding - Machine 12,0,,,,0,0,81.0
Case 26,Round Grinding - Machine 12,1,38.0,0.0,26.0,1,38,152.0
Case 26,Round Grinding - Machine 12,0,,,,0,0,642.0
Case 26,Round Grinding - Machine 12,2,1.5,0.0,54.5,2,3,298.0
Case 26,Round Grinding - Q.C.,0,,,,0,0,4.0
Case 26,Lapping - Machine 1,0,,,,0,0,118.0
Case 26,Round Grinding - Machine 3,0,,,,0,0,82.0
Case 26,Round Grinding - Machine 3,0,,,,0,0,50.0
Case 26,Round Grinding - Machine 3,0,,,,0,0,139.0
Case 26,Final Inspection Q.C.,0,,,,0,0,120.0
Case 26,Final Inspection Q.C.,0,,,,0,0,259.0
Case 26,Final Inspection Q.C.,0,,,,0,0,1.0
Case 26,Packing,13,53.666666666666664,0.0,65.0,3,805,60.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,150.0
Case 260,Turning & Milling - Machine 6,3,4.0,0.3333333333333333,705.3333333333334,3,12,487.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,41.0
Case 260,Turning & Milling - Machine 6,1,40.0,0.0,541.0,1,40,65.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,480.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,423.0
Case 260,Turning & Milling Q.C.,5,9.6,0.0,121.4,5,48,313.0
Case 260,Turning & Milling - Machine 6,1,0.0,0.0,417.0,1,0,282.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,90.0
Case 260,Turning & Milling Q.C.,0,,,,0,0,57.0
Case 260,Turning & Milling Q.C.,1,17.0,0.0,110.0,1,17,30.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,128.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,324.0
Case 260,Turning & Milling - Machine 6,1,10.0,0.0,138.5,2,20,278.0
Case 260,Turning & Milling Q.C.,3,10.0,0.0,208.33333333333334,3,30,31.0
Case 260,Turning & Milling Q.C.,0,,,,0,0,15.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,360.0
Case 260,Turning & Milling - Machine 6,1,31.0,0.0,1343.0,1,31,1342.0
Case 260,Turning & Milling - Machine 6,1,20.0,0.0,514.0,1,20,515.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,241.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,218.0
Case 260,Turning & Milling - Machine 6,1,66.0,0.0,197.0,1,66,640.0
Case 260,Turning & Milling Q.C.,5,8.2,0.0,157.0,4,41,211.0
Case 260,Turning & Milling - Machine 6,1,11.0,0.0,120.0,2,22,525.0
Case 260,Turning & Milling - Machine 6,0,,,,0,0,445.0
Case 260,Turning & Milling - Machine 6,1,20.0,0.0,432.0,1,20,430.0
Case 260,Turning & Milling - Machine 6,1,27.0,0.0,527.0,1,27,141.0
Case 260,Turning & Milling Q.C.,1,1.0,0.0,232.0,1,1,235.0
Case 260,Turning & Milling Q.C.,1,10.0,0.0,12.0,1,10,1.0
Case 260,Laser Marking - Machine 7,0,,,,0,0,41.0
Case 260,Turning & Milling Q.C.,0,,,,0,0,106.0
Case 260,Laser Marking - Machine 7,0,,,,0,0,13.0
Case 260,Flat Grinding - Machine 11,3,73.33333333333333,0.0,60.0,1,220,75.0
Case 260,Lapping - Machine 1,3,73.33333333333333,0.0,60.0,1,220,75.0
Case 260,Lapping - Machine 1,3,73.33333333333333,0.0,60.0,1,220,75.0
Case 260,Laser Marking - Machine 7,0,,,,0,0,95.0
Case 260,Flat Grinding - Machine 11,0,,,,0,0,28.0
Case 260,Flat Grinding - Machine 11,0,,,,0,0,412.0
Case 260,Round Grinding - Machine 3,0,,,,0,0,47.0
Case 260,Lapping - Machine 1,0,,,,0,0,75.0
Case 260,Round Grinding - Machine 3,1,1.0,0.0,247.0,1,1,364.0
Case 260,Lapping - Machine 1,0,,,,0,0,172.0
Case 260,Round Grinding - Machine 3,2,7.5,0.0,588.0,2,15,230.0
Case 260,Round Grinding - Machine 3,4,3.0,0.0,61.5,2,12,664.0
Case 260,Flat Grinding - Machine 11,1,20.0,0.0,182.0,1,20,148.0
Case 260,Lapping - Machine 1,0,,,,0,0,179.0
Case 260,Round Grinding - Machine 3,2,26.5,0.0,345.5,2,53,627.0
Case 260,Round Grinding - Machine 3,1,15.0,0.0,518.0,1,15,6.0
Case 260,Final Inspection Q.C.,0,,,,0,0,106.0
Case 260,Final Inspection Q.C.,0,,,,0,0,2.0
Case 260,Final Inspection Q.C.,0,,,,0,0,475.0
Case 260,Packing,7,27.9,0.0,60.0,1,279,60.0
Case 260,Fix - Machine 15,1,0.0,0.0,318.0,1,0,63.0
Case 260,Fix - Machine 15,0,,,,0,0,96.0
Case 260,Packing,7,63.6,0.0,70.5,6,636,60.0
Case 260,Turning & Milling Q.C.,0,,,,0,0,32.0
Case 260,Final Inspection Q.C.,1,50.0,0.0,1.0,1,50,75.0
Case 261,Turning & Milling - Machine 8,0,,,,0,0,327.0
Case 261,Turning & Milling - Machine 8,0,,,,0,0,278.0
Case 261,Turning & Milling Q.C.,2,9.0,0.0,246.5,2,18,24.0
Case 261,Turning & Milling - Machine 8,0,,,,0,0,263.0
Case 261,Turning & Milling Q.C.,1,0.0,0.0,125.0,1,0,21.0
Case 261,Flat Grinding - Machine 11,2,5.333333333333333,0.0,235.66666666666666,2,16,75.0
Case 261,Laser Marking - Machine 7,0,,,,0,0,38.0
Case 261,Flat Grinding - Machine 11,2,19.0,0.5,55.5,2,38,37.0
Case 261,Packing,5,16.5,0.0,63.75,2,132,60.0
Case 261,Final Inspection Q.C.,0,,,,0,0,1.0
Case 262,Turning & Milling - Machine 6,0,,,,0,0,310.0
Case 262,Turning & Milling - Machine 6,0,,,,0,0,66.0
Case 262,Turning & Milling - Machine 6,0,,,,0,0,330.0
Case 262,Turning & Milling Q.C.,1,15.5,0.0,285.0,2,31,74.0
Case 262,Turning & Milling Q.C.,0,,,,0,0,3.0
Case 262,Laser Marking - Machine 7,0,,,,0,0,50.0
Case 262,Flat Grinding - Machine 11,0,,,,0,0,21.0
Case 262,Flat Grinding - Machine 11,0,,,,0,0,53.0
Case 262,Flat Grinding - Machine 11,0,,,,0,0,14.0
Case 262,Lapping - Machine 1,0,,,,0,0,76.0
Case 262,Lapping - Machine 1,1,0.0,0.0,143.0,1,0,98.0
Case 262,Round Grinding - Manual,1,0.0,0.0,143.0,1,0,148.0
Case 262,Round Grinding - Manual,1,1.0,0.0,169.0,1,1,374.0
Case 262,Final Inspection Q.C.,0,,,,0,0,122.0
Case 262,Packing,3,4.333333333333333,0.0,65.0,2,13,60.0
Case 262,Final Inspection Q.C.,1,0.0,0.0,1361.0,1,0,1.0
Case 263,Turning & Milling - Machine 8,1,10.0,0.0,420.0,1,10,120.0
Case 263,Turning & Milling - Machine 8,1,3.0,0.0,40.0,1,3,366.0
Case 263,Turning & Milling - Machine 8,3,33.0,0.6666666666666666,240.33333333333334,1,99,139.0
Case 263,Turning & Milling Q.C.,1,0.0,1.0,60.0,1,0,60.0
Case 263,Turning & Milling - Machine 8,0,,,,0,0,99.0
Case 263,Turning & Milling - Machine 8,1,15.0,0.0,415.0,1,15,321.0
Case 263,Turning & Milling - Machine 8,0,,,,0,0,18.0
Case 263,Turning & Milling - Machine 8,0,,,,0,0,135.0
Case 263,Turning & Milling Q.C.,0,,,,0,0,60.0
Case 263,Flat Grinding - Machine 11,0,,,,0,0,41.0
Case 263,Nitration Q.C.,1,37.0,0.0,134.0,1,37,100.0
Case 263,Laser Marking - Machine 7,0,,,,0,0,13.0
Case 263,Lapping - Machine 1,1,0.0,0.0,44.0,1,0,40.0
Case 263,Round Grinding - Manual,0,,,,0,0,62.0
Case 263,Round Grinding - Manual,1,0.0,0.0,240.0,1,0,75.0
Case 263,Final Inspection Q.C.,1,0.0,0.0,240.0,1,0,230.0
Case 263,Final Inspection Q.C.,1,0.0,0.0,240.0,1,0,0.0
Case 263,Round Grinding - Manual,0,,,,0,0,393.0
Case 263,Final Inspection Q.C.,0,,,,0,0,279.0
Case 263,Final Inspection Q.C.,0,,,,0,0,31.0
Case 263,Packing,4,10.75,0.0,151.75,3,43,60.0
Case 263,Packing,4,10.75,0.0,151.75,3,43,60.0
Case 264,Turning & Milling - Machine 6,1,1.0,0.0,1.0,1,1,410.0
Case 264,Turning & Milling - Machine 6,1,0.0,0.0,150.0,1,0,33.0
Case 264,Turning & Milling - Machine 6,1,50.0,0.0,18.0,1,50,130.0
Case 264,Turning & Milling - Machine 6,2,30.5,0.0,395.5,2,61,613.0
Case 264,Turning & Milling Q.C.,1,34.0,0.0,530.0,1,34,17.0
Case 264,Turning & Milling - Machine 6,1,18.0,0.0,478.0,1,18,472.0
Case 264,Turning & Milling - Machine 6,0,,,,0,0,54.0
Case 264,Turning & Milling - Machine 6,1,22.0,0.0,406.0,1,22,633.0
Case 264,Turning & Milling - Machine 6,3,19.333333333333332,0.0,216.33333333333334,2,58,27.0
Case 264,Turning & Milling Q.C.,2,0.0,0.0,120.5,2,0,26.0
Case 264,Turning & Milling Q.C.,0,,,,0,0,7.0
Case 264,Turning & Milling - Machine 6,3,53.666666666666664,0.0,389.3333333333333,3,161,255.0
Case 264,Laser Marking - Machine 7,0,,,,0,0,139.0
Case 264,Turning & Milling Q.C.,1,16.0,0.0,75.0,1,16,19.0
Case 265,Turning - Machine 8,0,,,,0,0,307.0
Case 265,Turning - Machine 8,0,,,,0,0,52.0
Case 265,Turning & Milling - Machine 8,1,0.0,0.0,59.0,1,0,225.0
Case 265,Turning & Milling - Machine 8,0,,,,0,0,40.0
Case 265,Turning & Milling - Machine 8,1,0.0,0.0,60.0,1,0,54.0
Case 265,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 265,Laser Marking - Machine 7,0,,,,0,0,16.0
Case 265,Lapping - Machine 1,0,,,,0,0,69.0
Case 265,Round Grinding - Manual,1,63.0,0.0,149.0,1,63,77.0
Case 265,Round Grinding - Manual,0,,,,0,0,59.0
Case 265,Round Grinding - Manual,1,0.0,0.0,550.0,1,0,28.0
Case 265,Round Grinding - Manual,0,,,,0,0,228.0
Case 265,Final Inspection Q.C.,2,0.0,0.5,180.0,2,0,303.0
Case 265,Final Inspection Q.C.,0,,,,0,0,347.0
Case 265,Packing,1,12.0,0.0,60.0,1,12,60.0
Case 265,Final Inspection Q.C.,0,,,,0,0,75.0
Case 266,Turning & Milling Q.C.,3,33.333333333333336,0.6666666666666666,253.33333333333334,2,100,100.0
Case 266,Turning & Milling - Machine 5,0,,,,0,0,114.0
Case 266,Turning & Milling - Machine 5,0,,,,0,0,651.0
Case 266,Turning & Milling - Machine 5,0,,,,0,0,431.0
Case 266,Turning & Milling Q.C.,1,40.0,0.0,75.0,1,40,130.0
Case 266,Turning & Milling - Machine 5,0,,,,0,0,195.0
Case 266,Turning & Milling Q.C.,1,0.0,0.0,90.0,1,0,35.0
Case 266,Turning & Milling - Machine 5,0,,,,0,0,59.0
Case 266,Turning & Milling - Machine 5,2,24.5,0.0,333.0,2,49,590.0
Case 266,Turning & Milling - Machine 5,0,,,,0,0,318.0
Case 266,Turning & Milling - Machine 5,1,30.0,0.0,1080.0,1,30,1080.0
Case 266,Turning & Milling - Machine 5,1,30.0,0.0,990.0,1,30,990.0
Case 266,Turning & Milling - Machine 5,1,33.0,0.0,426.0,1,33,419.0
Case 266,Turning & Milling - Machine 5,0,,,,0,0,93.0
Case 266,Turning & Milling Q.C.,4,3.75,0.0,96.25,3,15,230.0
Case 266,Turning & Milling Q.C.,2,0.0,0.0,118.5,2,0,20.0
Case 266,Turning & Milling Q.C.,1,100.0,0.0,43.0,1,100,20.0
Case 266,Turning & Milling Q.C.,0,,,,0,0,20.0
Case 266,Turning & Milling Q.C.,1,100.0,0.0,147.0,1,100,20.0
Case 266,Turning & Milling Q.C.,1,0.0,0.0,149.0,1,0,20.0
Case 266,Turning & Milling - Machine 5,0,,,,0,0,953.0
Case 266,Laser Marking - Machine 7,0,,,,0,0,123.0
Case 266,Lapping - Machine 1,0,,,,0,0,294.0
Case 266,Lapping - Machine 1,1,29.0,1.0,43.0,1,29,195.0
Case 266,Lapping - Machine 1,3,0.3333333333333333,0.0,317.0,3,1,75.0
Case 266,Round Grinding - Machine 2,0,,,,0,0,146.0
Case 266,Round Grinding - Machine 2,0,,,,0,0,440.0
Case 266,Round Grinding - Machine 2,2,39.0,0.0,175.0,2,78,167.0
Case 266,Lapping - Machine 1,0,,,,0,0,204.0
Case 266,Lapping - Machine 1,6,24.0,0.0,67.5,4,144,75.0
Case 266,Final Inspection Q.C.,1,69.0,0.0,120.0,1,69,130.0
Case 266,Final Inspection Q.C.,5,67.16666666666667,0.8333333333333334,282.1666666666667,4,403,100.0
Case 266,Final Inspection Q.C.,1,0.0,0.0,81.0,1,0,120.0
Case 266,Lapping - Machine 1,0,,,,0,0,29.0
Case 266,Round Grinding - Machine 3,0,,,,0,0,148.0
Case 266,Round Grinding - Machine 3,1,0.0,0.0,79.0,1,0,503.0
Case 266,Round Grinding - Machine 3,1,0.0,0.0,57.0,1,0,355.0
Case 266,Lapping - Machine 1,0,,,,0,0,167.0
Case 266,Turning & Milling Q.C.,0,,,,0,0,45.0
Case 266,Round Grinding - Machine 2,0,,,,0,0,146.0
Case 266,Lapping - Machine 1,1,0.0,0.0,21.0,1,0,75.0
Case 266,Round Grinding - Machine 2,1,0.0,0.0,150.0,1,0,650.0
Case 266,Turning & Milling Q.C.,1,0.0,0.0,150.0,1,0,5.0
Case 266,Round Grinding - Machine 2,2,4.5,0.0,81.0,2,9,533.0
Case 266,Final Inspection Q.C.,0,,,,0,0,30.0
Case 266,Final Inspection Q.C.,4,9.5,0.0,244.0,3,38,100.0
Case 266,Final Inspection Q.C.,1,0.0,0.0,73.0,1,0,230.0
Case 266,Packing,3,37.6,0.0,69.0,3,188,60.0
Case 266,Final Inspection Q.C.,1,49.0,0.0,20.0,1,49,223.0
Case 266,Packing,4,17.0,0.5,63.75,2,68,60.0
Case 266,Packing,4,17.0,0.5,63.75,2,68,60.0
Case 266,Final Inspection Q.C.,3,9.666666666666666,0.0,299.0,3,29,85.0
Case 266,Final Inspection Q.C.,2,160.0,3.5,195.5,1,320,165.0
Case 266,Final Inspection Q.C.,2,0.5,0.0,173.0,2,1,75.0
Case 266,Final Inspection Q.C.,2,92.5,0.0,125.5,1,185,47.0
Case 266,Packing,5,21.6,0.0,134.0,3,108,60.0
Case 266,Final Inspection Q.C.,0,,,,0,0,60.0
Case 266,Final Inspection Q.C.,0,,,,0,0,30.0
Case 266,Final Inspection Q.C.,1,18.0,0.0,22.0,1,18,20.0
Case 266,Final Inspection Q.C.,1,9.0,0.0,36.0,1,9,20.0
Case 266,Final Inspection Q.C.,0,,,,0,0,20.0
Case 266,Final Inspection Q.C.,0,,,,0,0,20.0
Case 266,Grinding Rework - Machine 27,0,,,,0,0,203.0
Case 266,Grinding Rework - Machine 27,1,0.0,0.0,202.0,1,0,137.0
Case 266,Final Inspection Q.C.,1,0.0,0.0,240.0,1,0,40.0
Case 266,Final Inspection Q.C.,0,,,,0,0,120.0
Case 266,Grinding Rework - Machine 27,0,,,,0,0,32.0
Case 266,Packing,4,4.75,2.5,63.75,2,19,60.0
Case 266,Final Inspection Q.C.,3,13.666666666666666,0.3333333333333333,306.3333333333333,3,41,40.0
Case 266,Packing,8,18.5,0.0,66.0,3,185,60.0
Case 266,Turning & Milling Q.C.,15,42.3125,0.125,80.5625,5,677,75.0
Case 267,Turning & Milling - Machine 4,0,,,,0,0,344.0
Case 267,Turning & Milling - Machine 4,1,8.0,0.0,218.0,1,8,293.0
Case 267,Turning & Milling - Machine 4,1,0.0,0.0,326.0,1,0,324.0
Case 267,Turning & Milling - Machine 4,0,,,,0,0,318.0
Case 267,Turning & Milling Q.C.,0,,,,0,0,125.0
Case 267,Turning & Milling - Machine 4,1,0.0,0.0,1080.0,1,0,1080.0
Case 267,Turning & Milling - Machine 4,1,0.0,0.0,990.0,1,0,990.0
Case 267,Turning & Milling - Machine 4,1,36.0,0.0,419.0,1,36,426.0
Case 267,Turning & Milling - Machine 4,2,12.5,0.5,125.5,1,25,545.0
Case 267,Turning & Milling Q.C.,0,,,,0,0,130.0
Case 267,Turning & Milling - Machine 4,1,12.0,0.0,374.0,1,12,110.0
Case 267,Turning & Milling - Machine 4,1,35.0,0.0,630.0,1,35,660.0
Case 267,Turning & Milling - Machine 4,1,1.0,0.0,278.0,1,1,663.0
Case 267,Turning & Milling Q.C.,0,,,,0,0,26.0
Case 267,Turning & Milling - Machine 4,0,,,,0,0,625.0
Case 267,Turning & Milling - Machine 4,2,15.0,0.0,225.0,2,30,330.0
Case 267,Turning & Milling - Machine 4,4,1.2,0.2,177.6,2,6,305.0
Case 267,Turning & Milling Q.C.,2,12.5,0.0,30.5,2,25,75.0
Case 267,Turning & Milling - Machine 4,0,,,,0,0,75.0
Case 267,Turning & Milling - Machine 4,0,,,,0,0,193.0
Case 267,Turning & Milling - Machine 4,0,,,,0,0,343.0
Case 267,Turning & Milling Q.C.,0,,,,0,0,79.0
Case 267,Turning & Milling - Machine 4,1,99.0,1.0,75.0,1,99,505.0
Case 267,Turning & Milling - Machine 4,0,,,,0,0,452.0
Case 267,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 267,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 267,Wire Cut - Machine 13,5,10.6,0.0,63.0,2,53,75.0
Case 267,Wire Cut - Machine 13,1,0.0,0.0,101.66666666666667,2,0,240.0
Case 267,Turning & Milling Q.C.,2,1.5,0.0,375.5,2,3,540.0
Case 267,Wire Cut - Machine 13,2,1.5,0.0,375.5,2,3,11.0
Case 267,Wire Cut - Machine 13,5,0.6,0.0,88.0,4,3,480.0
Case 267,Wire Cut - Machine 13,2,0.0,0.0,230.0,1,0,480.0
Case 267,Wire Cut - Machine 13,1,1.0,0.0,530.0,1,1,420.0
Case 267,Wire Cut - Machine 13,1,7.0,0.0,120.0,1,7,450.0
Case 267,Wire Cut - Machine 13,0,,,,0,0,480.0
Case 267,Wire Cut - Machine 13,2,6.5,0.0,215.0,2,13,330.0
Case 267,Wire Cut - Machine 13,0,,,,0,0,300.0
Case 267,Wire Cut - Machine 13,0,,,,0,0,360.0
Case 267,Laser Marking - Machine 7,2,0.0,0.0,304.5,2,0,109.0
Case 267,Laser Marking - Machine 7,0,,,,0,0,39.0
Case 267,Laser Marking - Machine 7,1,8.0,0.0,51.0,1,8,33.0
Case 267,Lapping - Machine 1,3,1.4285714285714286,1.4285714285714286,72.85714285714286,4,10,75.0
Case 267,Lapping - Machine 1,0,,,,0,0,519.0
Case 267,Laser Marking - Machine 7,0,,,,0,0,31.0
Case 267,Lapping - Machine 1,3,90.0,0.0,60.0,1,270,75.0
Case 267,Laser Marking - Machine 7,4,13.5,0.0,247.0,4,54,39.0
Case 267,Lapping - Machine 1,1,0.0,0.0,184.0,1,0,125.0
Case 267,Round Grinding - Machine 3,1,0.0,0.0,517.0,1,0,49.0
Case 267,Round Grinding - Q.C.,1,10.0,0.0,80.0,1,10,392.0
